sector_id,sector_name,sector_type,parent_sector,stock_ids
smartgrid_s008,智慧電網:電網營造,finlab_sub,smartgrid,"1519,3622,6278"
smartgrid_s009,智慧電網:電網維運,finlab_sub,smartgrid,"3622,6278"
software_s001,軟體服務:系統整合服務,finlab_sub,software,"2352,2360,2371,2427,2453,2468,2471,2480,3021,3029,3057,3130,3147,3158,3570,4160,4585,5201,5202,5206,5209,5210,5212,5310,5403,5410,5493,6112,6123,6140,6148,6163,6183,6214,6218,6221,6277,6486,6516,6590,6614,6690,6697,6751,6791,6811,6870,6874,6910,6925,7547,7714,7765,7767,7822,8099,8284,8416"
software_s002,軟體服務:應用_系統軟體設計開發,finlab_sub,software,"1416,2308,2371,2427,2453,2468,2471,2480,3057,3130,3158,4160,4585,4953,5201,5202,5203,5210,5211,5263,5403,5410,5493,6112,6140,6163,6183,6214,6221,6277,6462,6516,6590,6614,6752,6811,6870,6874,6906,6910,6925,7547,7765,7822,8099,8284"
software_s003,軟體服務:通路經銷,finlab_sub,software,"2371,2427,2453,2468,3029,3147,5202,5493,6112,6123,6140,6154,6214,6221,6614,6811,6874,6910,6997,7714,7747,7765,7767,8099"
software_s004,軟體服務:資料處理服務,finlab_sub,software,"2371,2427,2453,2468,4160,5493,6112,6183,6214,6593,6614,6811,6874,6906,6910,6925,7547,7765,8099"
solar_s001,太陽能產業:太陽能發電設備_系統及系統工程,finlab_sub,solar,"1513,1529,1605,1611,2031,2308,2371,2406,3010,3023,3073,3089,3402,3490,3520,3583,3685,3712,3713,4949,5210,5284,5432,5434,5536,6125,6234,6244,6409,6692,6806,6869,6873,6994,8070,8087,8109,8374,8926"
solar_s002,太陽能產業:太陽能電廠,finlab_sub,solar,"1513,1529,1609,2308,2406,3010,3050,3073,3520,3712,3713,5871,6130,6244,6443,6477,6806,6869,6873,8070,8087,8926"
solar_s003,太陽能產業:太陽能電池模組,finlab_sub,solar,"3043,3305,3576,3713,4934,4949,5434,5483,6244,6443,6477,8109"
solar_s004,太陽能產業:材料,finlab_sub,solar,"1711,1717,1785,3430,3663,3665,3691,5234,5434"
solar_s005,太陽能產業:太陽能電池,finlab_sub,solar,"3305,3576,4768,4934,5483,6244,6443"
solar_s006,太陽能產業:矽晶圓_矽晶片,finlab_sub,solar,"2371,2409,2434,3010,3686,5483"
space_s001,太空衛星科技:天線_射頻基頻,finlab_sub,space,"2308,2314,2352,3105,3380,3491,4909,5457,6271,6285,7744"
space_s002,太空衛星科技:低軌衛星,finlab_sub,space,"2312,2313,2314,2367,2383,2419,3178,3491,6190,6568"
space_s003,太空衛星科技:金屬_燃料,finlab_sub,space,"3178,3491,4909,5457,7744"
space_sensor,太空衛星科技:感測器,finlab_sub,space,"3227,3491,4909,5457,7744"
space_s005,太空衛星科技:太陽能板_電池,finlab_sub,space,"3491,4909,5457,7744"
space_s006,太空衛星科技:微電子,finlab_sub,space,"3491,4909,5457,7744"
space_s007,太空衛星科技:零組件_材料,finlab_sub,space,"3491,4909,5457,7744"
space_s008,太空衛星科技:導航定位,finlab_sub,space,"2453,3632"
space_s009,太空衛星科技:影像遙測,finlab_sub,space,2453
space_s010,太空衛星科技:通訊,finlab_sub,space,2453
sportstech_s001,運動科技:穿戴式裝置,finlab_sub,sportstech,"2324,2357,2382,2392,2498,3481,5348,5457"
sportstech_s002,運動科技:運動用品,finlab_sub,sportstech,"2106,4401,5348,7811,8071,8924"
sportstech_s003,運動科技:感測裝置,finlab_sub,sportstech,"2340,2459,3227,5493,6204,6679"
sportstech_s004,運動科技:裝置_器材零組件,finlab_sub,sportstech,"1593,2459,4558,5348"
sportstech_s005,運動科技:軟體開發,finlab_sub,sportstech,"2395,5348"
sportstech_s006,運動科技:數位內容,finlab_sub,sportstech,"2498,5348"
sportstech_s007,運動科技:健身器材,finlab_sub,sportstech,1598
sportstech_app,運動科技:健身平台_APP,finlab_sub,sportstech,2324
sportstech_s009,運動科技:裝置_器材顯示器,finlab_sub,sportstech,2459
sportstech_s010,運動科技:通訊服務,finlab_sub,sportstech,5348
sportstech_s011,運動科技:運動服務_顧問,finlab_sub,sportstech,5348
sportstech_s012,運動科技:運動行銷_媒體,finlab_sub,sportstech,5348
steel_s001,鋼鐵:金屬製品,finlab_sub,steel,"2010,2012,2013,2015,2017,2211,2221,2351,2415,4503,5013,5306,8411,8930,9907,9924"
steel_s002,鋼鐵:螺絲螺帽,finlab_sub,steel,"2012,2017,2022,2063,2065,3004,5007,5011,5015,5538,8349,8415"
steel_s003,鋼鐵:冷熱軋鋼板捲,finlab_sub,steel,"2002,2008,2009,2010,2014,2023,2029,2073,9907"
steel_s004,鋼鐵:製管,finlab_sub,steel,"1605,2008,2014,2020,2027,2030,2034,8936"
steel_s005,鋼鐵:線材盤元,finlab_sub,steel,"2002,2007,2012,2017,2022,2028,2064,2073"
steel_s006,鋼鐵:冷熱軋不鏽鋼板捲,finlab_sub,steel,"1605,2010,2025,2034,2069,5014,9962"
steel_s007,鋼鐵:棒鋼盤元(捲狀條鋼),finlab_sub,steel,"2002,2007,2010,2015,2028,2064,2073"
steel_s008,鋼鐵:鋼筋,finlab_sub,steel,"2006,2007,2015,2017,2028,2038,2073"
steel_s009,鋼鐵:裁剪加工,finlab_sub,steel,"2010,2031,2032,2034,2069,5014,6248"
steel_s010,鋼鐵:鋼線鋼纜,finlab_sub,steel,"1605,2012,2017,2024,2033,5016"
steel_s011,鋼鐵:模具,finlab_sub,steel,"2010,2012,2351,5007,5243,9924"
steel_s012,鋼鐵:不鏽鋼棒線,finlab_sub,steel,"1605,2010,2063,2064,5009"
steel_s013,鋼鐵:鋼胚,finlab_sub,steel,"2002,2006,2015,2028,5009"
steel_s014,鋼鐵:不鏽鋼胚,finlab_sub,steel,"1605,2035,5009"
steel_s015,鋼鐵:建築工程,finlab_sub,steel,"2010,2029"
steel_s016,鋼鐵:機械設備(如產業機械、精密機械、工具機),finlab_sub,steel,"2012,3167"
steel_s017,鋼鐵:煤、鐵礦砂、鎳鐵、鉻鐵、廢鋼,finlab_sub,steel,1605
steel_s018,鋼鐵:不鏽鋼型鋼,finlab_sub,steel,2034
steel_s019,鋼鐵:運輸工具,finlab_sub,steel,3004
telecom_s001,通信網路:網路設備(如數據機、網路卡、閘道器、路由器、網路電話),finlab_sub,telecom,"2301,2308,2317,2324,2332,2345,2352,2357,2371,2397,2419,2483,2485,3002,3025,3027,3047,3062,3152,3380,3419,3447,3558,3564,3596,3664,3672,3694,3704,4905,4906,4909,4938,5353,5388,5457,6140,6142,6143,6152,6163,6172,6216,6218,6241,6245,6263,6277,6285,6416,6470,6486,6512,6561,6674,7714,8034,8048,8059,8089,8097,8099,8176"
telecom_s002,通信網路:無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒),finlab_sub,telecom,"2301,2308,2312,2314,2317,2321,2324,2325,2352,2357,2424,2439,2450,2483,2485,2498,3027,3062,3152,3306,3419,3466,3491,3499,3541,3632,3642,3684,3704,3706,4904,4938,5348,5353,5356,6109,6143,6152,6163,6263,6285,6417,6465,6470,6486,6512,6514,6792,6884,8048,8101"
telecom_s003,通信網路:光通訊設備(如光纖電纜、光傳輸設備),finlab_sub,telecom,"1608,1618,2308,2321,2352,2413,2483,2485,3027,3163,3234,3363,3669,3704,4903,4905,4977,6143,6163,6263,6277,6442,6470,6486,6512,8011,8034,8045,8048,8089"
telecom_s004,通信網路:主_被動元件,finlab_sub,telecom,"2459,2466,2476,2478,3026,3081,3152,3221,3234,3450,3491,3710,4908,4979,6204,6284,6470,6514,6530,6792,8011"
telecom_s005,通信網路:其他零組件,finlab_sub,telecom,"2459,3058,3138,3388,3642,3665,4545,5460,6275,6426,6470,6546,6588,6597,6743,6792,6967,8109,8171"
telecom_s006,通信網路:線材,finlab_sub,telecom,"1615,1617,1618,2392,2459,3011,3023,3388,3665,5457,6190,6192,6197,6205,6220,6470,6913,8011"
telecom_s007,通信網路:塑膠_金屬機殼,finlab_sub,telecom,"1336,2459,2476,3095,3290,3294,3607,5284,5457,5460,6470,7744,8240"
telecom_s008,通信網路:有線通訊設備(如電話機、傳真機),finlab_sub,telecom,"1614,2321,2371,2483,3558,3704,5353,6140,6263,6470,8034,8099"
telecom_s009,通信網路:記憶體,finlab_sub,telecom,"2344,2408,3260,3642,4973,6470,8084,8088,8096"
telecom_s010,通信網路:電信服務業,finlab_sub,telecom,"2412,3045,3682,4904,6136,6170,6470"
telecom_ic,通信網路:網路IC,finlab_sub,telecom,"2459,3169,6470,8096"
telecom_s012,通信網路:印刷電路板,finlab_sub,telecom,"4909,5439,6470"
telecom_s013,通信網路:微處理器,finlab_sub,telecom,"6470,8096"
textile_s001,紡織:成衣及其它家居紡織類品,finlab_sub,textile,"1315,1402,1417,1446,1451,1454,1460,1467,1468,1473,1476,1477,2929,4413,4414,4417,4429,4432,4433,4438,4441,4442,5450,6504,6506,8404,8429,8916,9919,9944"
textile_s002,紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),finlab_sub,textile,"1303,1326,1402,1409,1413,1418,1440,1444,1447,1452,1455,1456,1457,1459,1464,1465,1466,1468,4401,4402,4406,4420,4440"
textile_s003,紡織:染整,finlab_sub,textile,"1303,1326,1402,1410,1419,1432,1434,1447,1449,1451,1457,1460,1463,1464,1467,1468,1470,1475,4401,4433"
textile_weaving,紡織:織布,finlab_sub,textile,"1326,1419,1434,1445,1446,1447,1449,1451,1454,1456,1460,1464,1465,1468,1474,1476,4419,4426"
textile_spinning,紡織:紡紗,finlab_sub,textile,"1326,1413,1414,1434,1440,1441,1445,1447,1449,1451,1453,1454,1456,1457,1460,1464,4401"
textile_s006,紡織:石化原料(例如純對苯二甲酸、乙二醇、己內醯胺、丙烯腈等),finlab_sub,textile,"1301,1303,1314,1326,1402,1710"
textile_s007,紡織:化學助劑,finlab_sub,textile,"1468,1713,1727,3430,4739,4764"
textile_s008,紡織:天然纖維產品(例如純棉、純羊毛等),finlab_sub,textile,"1423,1456"
touch_touchpanel,觸控面板:觸控面板,finlab_sub,touch,"2429,2459,3038,3049,3416,3481,3556,3622,3623,3673,4729,4995,5220,6899,8105"
touch_s002,觸控面板:工業用設備,finlab_sub,touch,"3088,3498,3551,4542,5386,5490,5493,6664"
touch_s003,觸控面板:膠材,finlab_sub,touch,"1717,3388,3430,4764,5234,6899,8070"
touch_ic,觸控面板:控制IC,finlab_sub,touch,"2458,2459,3227,3556"
touch_s005,觸控面板:玻璃基板,finlab_sub,touch,"3149,6246,6405"
touch_ito,觸控面板:ITO導電薄膜,finlab_sub,touch,"3663,4720,8240"
touch_s007,觸控面板:自動售票機,finlab_sub,touch,"2427,4995"
touch_atm,觸控面板:金融提款機(ATM),finlab_sub,touch,"2427,4995"
touch_kiosk,觸控面板:公共資訊查詢站(Kiosk),finlab_sub,touch,"3541,4995"
touch_ito_2,觸控面板:ITO靶材,finlab_sub,touch,1785
touch_s011,觸控面板:資訊收集設備,finlab_sub,touch,3088
touch_pet,觸控面板:PET膜,finlab_sub,touch,3303
touch_s013,觸控面板:軟性電路板,finlab_sub,touch,3390
touch_s014,觸控面板:印刷材料,finlab_sub,touch,3444
touch_ito_3,觸控面板:ITO導電玻璃,finlab_sub,touch,3615
touch_s016,觸控面板:衛星定位系統,finlab_sub,touch,3632
touch_s017,觸控面板:電子觸控白板,finlab_sub,touch,5386
transport_s001,交通運輸及航運:貨櫃運輸集散及倉儲,finlab_sub,transport,"1103,2607,2611,2612,2613,2616,2630,5601,5603,5607,9917"
transport_s002,交通運輸及航運:散裝航運,finlab_sub,transport,"2601,2605,2606,2612,2614,2617,2637,2641,5608,8367"
transport_s003,交通運輸及航運:海陸空大眾運輸,finlab_sub,transport,"2607,2610,2612,2618,2633,2645,2646,6757,8109"
transport_s004,交通運輸及航運:海陸空貨運承攬,finlab_sub,transport,"2607,2608,2612,2636,2642,2643,5609,7716,9917"
transport_s005,交通運輸及航運:貨櫃航運,finlab_sub,transport,"2603,2607,2609,2615,8367"
wind_s001,風力發電:其他配件,finlab_sub,wind,"1589,2012,2031,2072,3023,8463,9933,9958"
wind_s002,風力發電:風場開發,finlab_sub,wind,"1102,1589,3712,6806,6869,6873,8926"
wind_s003,風力發電:發電營運,finlab_sub,wind,"1102,3712,6806,6869,6873,8926"
wind_s004,風力發電:風場營造,finlab_sub,wind,"1513,2208,3712,6806,7786,8926"
wind_s005,風力發電:電纜,finlab_sub,wind,"1605,1609,1612,1618,1623,9958"
wind_s006,風力發電:電力系統,finlab_sub,wind,"1503,1504,1514,1519,2308"
wind_s007,風力發電:風場規劃,finlab_sub,wind,"1513,3712,6806,7786,8926"
wind_s008,風力發電:風機維護,finlab_sub,wind,"3712,6806,7786,8926"
wind_s009,風力發電:監控系統,finlab_sub,wind,"1504,2308"
wind_s010,風力發電:鋼材,finlab_sub,wind,"2013,2031"
wind_s011,風力發電:塔架,finlab_sub,wind,"2031,9958"
wind_s012,風力發電:齒輪箱,finlab_sub,wind,1589
wind_s013,風力發電:樹酯,finlab_sub,wind,3708
wind_s014,風力發電:玻_碳纖,finlab_sub,wind,3708
